valid_post_set,post_text_proportion,avg_post_word_count,prop_posts_with_date,dates_per_post,prop_posts_with_post_term,post_terms_per_post,avg_sent_length,cv_post_word_count,avg_post_similarity,lexical_diversity,words_per_line,mean_element_count,post_count
1,0.71,12.33,0.82,0.83,0.82,0.83,12.06,0.29,0.53,0.42,0.52,16.22,92
0,0.24,5.05,0.96,0.96,0.96,0.96,5.05,0.25,0.61,0.12,2.53,4.64,76
1,0.67,14.11,0.87,0.92,0.87,0.92,13.67,0.22,0.54,0.47,0.6,17.0,62
0,0.25,5.84,0.95,0.95,0.95,0.95,5.84,0.28,0.59,0.19,2.92,4.79,57
1,0.34,10.0,0.0,0.0,0.0,0.0,10.0,0.24,0.27,0.85,10.0,16.42,12
0,0.37,3.25,0.05,0.05,0.05,0.05,3.25,0.73,0.2,0.64,3.25,4.22,40
1,0.73,12.79,0.84,0.9,0.84,0.9,12.79,0.23,0.54,0.4,0.55,15.82,77
0,0.25,4.81,0.93,0.93,0.93,0.93,4.81,0.23,0.62,0.14,2.41,4.68,69
1,0.69,15.65,0.24,0.26,0.24,0.26,14.82,0.6,0.29,0.58,15.65,20.83,54
0,0.22,2.49,0.0,0.0,0.0,0.0,2.49,0.61,0.21,0.4,2.49,3.52,110
1,0.79,17.82,0.24,0.24,0.24,0.24,16.68,0.83,0.28,0.5,17.82,21.2,88
0,0.17,2.16,0.0,0.0,0.0,0.0,2.16,0.56,0.2,0.39,2.16,3.53,158
1,0.82,17.51,0.53,0.55,0.53,0.55,15.62,0.58,0.28,0.48,17.51,22.63,83
0,0.14,2.22,0.0,0.0,0.0,0.0,2.22,0.54,0.23,0.4,2.22,3.52,110
1,0.74,12.69,0.86,0.89,0.86,0.89,12.23,0.22,0.54,0.32,0.52,15.79,107
0,0.27,5.17,0.98,0.98,0.98,0.98,5.17,0.29,0.56,0.11,2.59,4.64,94
1,0.77,16.47,0.1,0.1,0.1,0.1,15.78,0.83,0.3,0.52,16.47,21.3,91
0,0.22,2.74,0.01,0.01,0.01,0.01,2.74,0.52,0.2,0.36,2.74,3.51,156
1,0.71,12.22,0.71,0.72,0.71,0.72,11.93,0.23,0.53,0.36,0.5,15.28,80
1,0.48,11.88,0.82,0.82,0.82,0.82,11.2,0.2,0.53,0.41,0.55,13.45,33
0,0.14,4.54,1.0,1.0,1.0,1.0,4.54,0.33,0.63,0.2,2.27,4.31,26
1,0.64,13.26,0.83,0.85,0.83,0.85,12.55,0.19,0.55,0.47,0.54,16.81,53
0,0.22,5.09,0.94,0.94,0.94,0.94,5.09,0.16,0.61,0.19,2.54,4.89,47
1,0.68,13.01,0.72,0.78,0.72,0.78,12.66,0.17,0.51,0.4,0.55,16.06,72
0,0.21,4.85,0.88,0.88,0.88,0.88,4.85,0.31,0.59,0.14,2.42,4.51,59
1,0.61,13.08,0.62,0.62,0.62,0.62,12.56,0.21,0.53,0.48,0.54,16.02,48
0,0.21,5.58,0.79,0.79,0.79,0.79,5.58,0.12,0.65,0.12,2.79,4.97,38
1,0.65,12.91,0.84,0.84,0.84,0.84,12.1,0.16,0.52,0.46,0.55,15.31,45
0,0.2,4.79,0.95,0.95,0.95,0.95,4.79,0.26,0.66,0.14,2.39,4.66,38
1,0.76,13.15,0.77,0.78,0.77,0.78,12.77,0.19,0.53,0.34,0.55,16.05,133
0,0.25,5.04,0.88,0.88,0.88,0.88,5.04,0.25,0.58,0.11,2.52,4.75,115
1,0.66,13.57,0.71,0.71,0.71,0.71,12.3,0.23,0.54,0.41,0.56,16.5,58
0,0.24,6.06,0.87,0.87,0.87,0.87,6.06,0.22,0.65,0.13,3.03,4.83,47
1,0.83,18.14,0.67,0.75,0.67,0.75,13.42,0.69,0.3,0.44,18.14,21.97,91
0,0.14,2.47,0.0,0.0,0.0,0.0,2.47,0.57,0.22,0.34,2.47,3.54,114
1,0.85,17.62,0.88,0.91,0.88,0.91,14.42,0.85,0.33,0.42,17.62,21.18,90
1,0.72,14.25,0.24,0.24,0.24,0.24,13.36,0.65,0.3,0.52,14.25,20.63,75
0,0.23,2.54,0.0,0.0,0.0,0.0,2.54,0.62,0.22,0.36,2.54,3.53,136
1,0.79,16.85,0.11,0.14,0.11,0.14,15.66,0.65,0.29,0.48,16.85,20.22,79
0,0.17,2.61,0.0,0.0,0.0,0.0,2.61,0.47,0.23,0.34,2.61,3.52,108
1,0.69,33.94,0.18,0.35,0.18,0.35,22.19,0.58,0.42,0.42,0.57,44.41,17
0,0.11,1.08,0.0,0.0,0.0,0.0,1.08,0.39,0.25,0.15,1.08,5.35,84
1,0.93,15.67,0.1,0.1,0.1,0.1,16.25,0.81,0.17,0.43,12.49,15.7,196
0,0.09,2.05,0.0,0.0,0.0,0.0,2.05,0.62,0.19,0.4,1.97,3.5,146
1,0.78,17.23,0.78,0.84,0.78,0.84,15.08,0.58,0.32,0.44,17.23,21.48,77
0,0.2,2.11,0.0,0.0,0.0,0.0,2.11,0.58,0.21,0.4,2.11,3.54,162
1,0.92,14.17,0.0,0.0,0.0,0.0,13.48,0.47,0.22,0.49,12.08,12.66,213
0,0.09,1.73,0.0,0.0,0.0,0.0,1.73,0.45,0.23,0.39,1.67,3.5,171
1,0.79,17.82,0.24,0.24,0.24,0.24,16.68,0.83,0.28,0.5,17.82,21.2,88
0,0.17,2.16,0.0,0.0,0.0,0.0,2.16,0.56,0.2,0.39,2.16,3.53,158
1,0.26,38.2,0.2,0.4,0.2,0.4,10.61,0.11,0.16,0.66,2.73,14.0,5
1,0.62,33.91,0.91,0.91,0.91,0.91,24.87,0.48,0.32,0.49,1.46,24.64,11
0,0.05,1.14,0.0,0.0,0.0,0.0,1.14,0.46,0.25,0.47,1.14,3.25,28
1,0.61,13.16,0.57,0.62,0.57,0.62,12.35,0.73,0.49,0.59,0.66,16.13,61
1,0.44,33.2,0.47,0.47,0.47,0.47,28.53,0.36,0.16,0.29,1.26,23.62,55
0,0.07,2.48,0.01,0.01,0.01,0.01,2.48,0.61,0.22,0.66,2.48,4.59,122
1,0.84,25.82,0.03,0.03,0.03,0.03,21.62,0.62,0.31,0.47,1.08,17.56,72
0,0.08,1.79,0.0,0.0,0.0,0.0,1.79,0.53,0.22,0.74,1.79,4.79,100
1,0.28,32.33,1.0,1.08,1.0,1.08,29.85,0.49,0.29,0.54,1.52,20.42,12
0,0.03,1.38,0.0,0.0,0.0,0.0,1.38,0.36,0.27,0.45,1.38,3.03,32
1,0.57,25.09,0.19,0.19,0.19,0.19,19.59,0.74,0.4,0.48,1.06,17.84,32
1,0.46,22.2,0.07,0.07,0.07,0.07,18.5,0.72,0.16,0.68,4.32,6.87,15
0,0.12,7.91,0.0,0.0,0.0,0.0,7.91,0.3,0.34,0.43,1.36,10.64,11
1,0.85,24.28,1.0,1.18,1.0,1.18,19.33,0.63,0.34,0.37,2.06,15.46,39
0,0.01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.07,1.0,3.0,15
1,0.87,26.59,0.22,0.23,0.22,0.23,20.5,0.65,0.32,0.48,1.1,17.69,74
0,0.06,1.64,0.0,0.0,0.0,0.0,1.64,0.51,0.22,0.82,1.64,6.35,89
1,0.45,10.22,0.06,0.06,0.06,0.06,9.68,0.35,0.43,0.68,0.64,11.94,18
0,0.16,2.09,0.0,0.0,0.0,0.0,2.09,0.41,0.24,0.87,2.09,6.28,32
1,0.58,27.33,0.28,0.32,0.28,0.32,23.03,0.97,0.16,0.38,1.46,16.8,75
0,0.33,30.38,0.31,0.49,0.31,0.49,24.18,1.77,0.25,0.24,1.08,20.0,39
1,0.9,24.06,1.0,1.03,1.0,1.03,18.3,0.22,0.3,0.55,24.06,16.03,35
0,0.01,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.31,1.0,2.0,5.0,3
1,0.54,20.73,1.0,1.0,1.0,1.0,20.73,0.16,0.43,0.52,3.4,36.45,11
0,0.25,1.48,0.0,0.0,0.0,0.0,1.48,0.55,0.22,0.49,1.48,3.51,71
1,1.71,58.96,0.27,1.27,0.27,1.27,30.06,1.19,0.09,0.27,6.28,30.15,26
1,0.57,47.69,1.0,1.12,1.0,1.12,34.68,0.41,0.22,0.43,3.93,18.25,16
0,0.19,12.45,0.8,0.8,0.8,0.8,12.45,0.36,0.61,0.15,4.45,10.8,20
1,0.97,57.18,0.09,0.09,0.09,0.09,19.66,0.77,0.03,0.55,57.18,15.36,11
0,0.05,1.57,0.0,0.0,0.0,0.0,1.57,0.43,0.21,0.85,1.57,3.29,21
1,0.29,12.44,0.33,0.39,0.33,0.39,14.45,0.8,0.35,0.61,0.6,17.47,36
0,0.21,3.1,0.0,0.0,0.0,0.0,3.08,0.66,0.24,0.53,3.1,4.53,105
1,0.76,18.84,0.88,0.9,0.88,0.9,16.53,0.8,0.32,0.39,1.85,13.08,50
0,0.17,4.7,1.0,1.0,1.0,1.0,4.7,0.35,0.66,0.13,4.7,6.27,44
1,0.46,11.59,0.52,0.64,0.52,0.64,11.33,0.4,0.55,0.48,0.54,16.3,44
1,0.76,17.19,0.43,0.49,0.43,0.49,15.9,0.87,0.44,0.54,0.74,16.35,37
1,0.18,12.82,0.09,0.09,0.09,0.09,12.09,0.78,0.48,0.65,0.63,14.42,33
0,0.32,4.57,0.0,0.0,0.0,0.0,4.57,0.16,0.39,0.06,4.57,4.5,168
1,0.69,61.75,1.0,2.08,1.0,2.08,23.16,0.44,0.14,0.45,5.04,24.92,12
0,0.04,1.75,0.0,0.0,0.0,0.0,1.75,0.35,0.44,0.24,1.56,4.0,24
1,0.64,38.2,0.13,0.13,0.13,0.13,26.05,0.48,0.24,0.57,1.71,15.8,15
0,0.04,1.5,0.0,0.0,0.0,0.0,1.5,0.43,0.26,0.59,1.5,4.96,26
1,0.48,16.42,0.11,0.11,0.11,0.11,14.33,1.04,0.44,0.58,1.03,12.16,55
0,0.14,1.96,0.0,0.0,0.0,0.0,1.96,0.63,0.21,0.74,1.96,4.6,135
1,0.81,18.07,1.0,1.1,1.0,1.1,15.44,0.34,0.43,0.35,1.5,15.15,41
0,0.03,1.5,0.0,0.0,0.0,0.0,1.5,0.34,0.52,0.23,0.5,4.6,20
1,0.6,21.88,0.44,0.83,0.44,0.83,19.5,0.57,0.39,0.51,0.73,23.76,41
0,0.06,1.57,0.0,0.0,0.0,0.0,1.57,0.47,0.26,0.71,1.57,5.17,54
1,0.77,16.5,1.0,1.08,1.0,1.08,16.5,0.18,0.47,0.59,16.5,58.0,12
0,0.1,2.27,0.09,0.09,0.09,0.09,2.27,0.81,0.23,1.0,2.27,7.27,11
1,0.66,15.93,0.17,0.2,0.17,0.2,16.26,0.79,0.41,0.47,0.66,17.99,100
0,0.02,1.54,0.0,0.0,0.0,0.0,1.54,0.51,0.82,0.95,0.19,21.58,24
1,0.77,38.12,0.06,0.06,0.06,0.06,21.03,0.52,0.09,0.57,21.03,8.81,16
1,0.61,6.99,0.18,0.18,0.18,0.18,16.14,1.73,0.43,0.48,0.87,8.76,134
0,0.07,1.69,0.0,0.0,0.0,0.0,1.69,0.54,0.26,0.58,1.69,4.59,59
1,0.59,15.97,0.0,0.0,0.0,0.0,15.97,0.5,0.42,0.59,1.07,13.58,31
1,0.87,29.89,0.05,0.05,0.05,0.05,23.33,0.55,0.3,0.47,1.26,17.88,64
0,0.06,1.57,0.0,0.0,0.0,0.0,1.57,0.48,0.22,0.8,1.57,4.79,89
1,0.82,28.26,0.86,1.03,0.86,1.03,22.85,0.67,0.31,0.42,1.1,19.99,76
1,1.76,59.62,0.27,1.04,0.27,1.04,35.33,1.35,0.08,0.25,6.28,24.85,48
1,0.68,15.45,0.22,0.37,0.22,0.37,15.45,0.93,0.46,0.49,0.57,20.98,49
0,0.09,1.39,0.0,0.0,0.0,0.0,1.39,1.13,0.24,0.37,1.39,5.4,70
1,0.71,15.55,0.09,0.14,0.09,0.14,11.03,1.09,0.23,0.64,1.68,8.36,22
1,0.45,18.08,0.79,0.83,0.79,0.83,14.0,0.82,0.46,0.49,0.84,19.0,24
0,0.09,1.77,0.0,0.0,0.0,0.0,1.77,0.5,0.23,0.64,1.77,4.68,47
1,0.53,17.94,0.7,0.84,0.7,0.84,14.95,0.82,0.42,0.5,0.75,19.36,50
1,0.52,34.09,0.82,0.82,0.82,0.82,34.09,0.55,0.34,0.59,1.08,27.36,11
0,0.08,1.38,0.0,0.0,0.0,0.0,1.38,0.45,0.24,0.75,1.38,4.75,40
1,0.36,15.44,0.53,0.7,0.53,0.7,17.47,0.56,0.36,0.44,0.45,28.19,43
0,0.06,1.2,0.0,0.0,0.0,0.0,1.2,1.25,0.24,0.25,1.2,5.3,91
1,0.54,18.51,0.59,0.62,0.59,0.62,18.05,0.83,0.35,0.51,0.77,19.75,79
0,0.06,1.83,0.0,0.0,0.0,0.0,1.83,0.64,0.23,0.58,1.83,4.59,82
1,0.53,10.04,0.27,0.27,0.27,0.27,9.32,0.7,0.56,0.52,0.5,13.37,52
1,0.32,8.67,0.17,0.17,0.17,0.17,8.67,0.35,0.59,0.83,0.67,9.0,6
0,0.17,5.6,0.0,0.0,0.0,0.0,5.6,1.84,0.34,0.89,1.0,9.0,5
1,0.41,21.85,1.0,1.23,1.0,1.23,16.23,0.68,0.41,0.38,1.4,11.31,26
0,0.06,1.52,0.0,0.0,0.0,0.0,1.52,0.62,0.24,0.45,1.52,3.5,58
1,0.6,36.5,1.0,1.06,1.0,1.06,30.74,0.26,0.2,0.48,1.11,28.81,16
1,0.66,41.38,0.83,0.83,0.83,0.83,35.29,0.25,0.05,0.49,40.0,15.07,29
0,0.07,1.88,0.0,0.0,0.0,0.0,1.88,0.63,0.22,0.57,1.88,4.72,69
1,0.86,28.27,0.2,0.22,0.2,0.22,19.37,0.66,0.32,0.44,1.17,17.93,74
0,0.07,1.91,0.0,0.0,0.0,0.0,1.91,0.52,0.22,0.73,1.91,6.23,93
1,0.58,14.36,0.33,0.37,0.33,0.37,15.46,1.02,0.37,0.54,0.75,15.59,70
0,0.06,2.12,0.0,0.0,0.0,0.0,2.12,0.53,0.24,0.69,2.12,4.94,48
1,0.63,20.87,0.47,0.49,0.47,0.49,22.17,0.94,0.31,0.47,0.91,18.57,68
0,0.09,2.24,0.02,0.03,0.02,0.03,2.21,0.78,0.21,0.59,2.24,4.5,88
1,0.86,26.65,0.03,0.03,0.03,0.03,21.2,0.67,0.34,0.46,1.12,17.0,74
0,0.06,1.64,0.0,0.0,0.0,0.0,1.64,0.49,0.22,0.78,1.64,4.78,90
1,0.42,26.07,0.97,1.03,0.97,1.03,25.2,0.48,0.43,0.33,0.91,26.24,29
1,0.7,12.79,0.33,0.34,0.33,0.34,11.78,0.9,0.51,0.57,0.68,13.83,58
1,0.62,16.83,0.44,0.58,0.44,0.58,16.16,0.7,0.45,0.5,0.8,18.04,48
1,2.65,171.4,1.0,2.8,1.0,2.8,71.42,0.39,0.47,0.16,1.27,135.4,5
0,0.14,7.67,0.0,0.0,0.0,0.0,7.67,0.36,0.25,0.96,1.39,10.0,6
1,0.7,71.18,0.09,0.45,0.09,0.45,29.0,2.8,0.34,0.52,2.84,27.73,11
1,0.66,18.66,0.51,0.62,0.51,0.62,18.2,0.76,0.4,0.46,0.8,18.99,79
0,0.04,2.12,0.0,0.0,0.0,0.0,2.12,0.59,0.23,0.72,2.12,5.05,41
1,0.63,14.84,0.43,0.46,0.43,0.46,18.78,0.98,0.3,0.4,0.7,16.37,81
0,0.14,5.95,0.8,0.8,0.8,0.8,5.95,0.45,0.27,0.26,1.05,7.84,44
1,0.4,15.09,0.58,0.62,0.58,0.62,15.09,0.63,0.38,0.56,0.57,21.64,45
0,0.08,1.81,0.0,0.0,0.0,0.0,1.81,0.54,0.24,0.65,1.81,4.62,73
1,0.54,35.75,1.0,1.0,1.0,1.0,33.0,0.21,0.31,0.4,1.68,20.92,12
0,0.07,1.35,0.0,0.0,0.0,0.0,1.35,0.59,0.24,0.48,1.35,3.2,40
1,0.47,19.33,0.35,0.38,0.35,0.38,16.57,0.74,0.32,0.41,0.76,19.75,48
0,0.02,1.16,0.0,0.0,0.0,0.0,1.16,0.47,0.24,0.3,1.16,5.42,38
1,0.54,13.54,0.39,0.48,0.39,0.48,12.15,1.0,0.5,0.52,0.66,14.69,61
1,0.73,13.64,0.07,0.21,0.07,0.21,11.24,1.32,0.27,0.61,1.55,7.86,28
1,0.68,15.45,0.22,0.37,0.22,0.37,15.45,0.93,0.46,0.49,0.57,20.98,49
0,0.09,1.39,0.0,0.0,0.0,0.0,1.39,1.13,0.24,0.37,1.39,5.4,70
1,0.53,19.93,0.27,0.27,0.27,0.27,14.95,0.64,0.3,0.59,1.25,12.56,45
1,0.62,12.49,0.22,0.28,0.22,0.28,15.16,1.05,0.35,0.58,0.72,13.15,68
0,0.06,1.58,0.0,0.0,0.0,0.0,1.58,0.71,0.22,0.72,1.58,5.21,48
1,0.93,212.9,1.0,1.8,1.0,1.8,25.96,0.55,0.05,0.42,15.54,21.8,10
0,0.01,2.15,0.0,0.0,0.0,0.0,2.15,0.26,0.72,0.36,2.15,3.46,13
1,0.86,28.46,0.16,0.16,0.16,0.16,21.71,0.69,0.32,0.49,1.17,18.15,74
0,0.07,1.7,0.0,0.0,0.0,0.0,1.7,0.52,0.22,0.77,1.7,4.86,97
1,0.47,10.12,0.27,0.29,0.27,0.29,10.98,0.98,0.45,0.55,0.56,14.51,51
0,0.08,1.91,0.0,0.0,0.0,0.0,1.91,0.65,0.23,0.77,1.91,4.96,46
1,0.52,14.52,0.36,0.39,0.36,0.39,13.49,0.77,0.48,0.56,0.7,16.55,66
0,0.07,1.7,0.0,0.0,0.0,0.0,1.7,0.57,0.24,0.61,1.7,4.56,80
1,0.43,33.44,0.96,1.44,0.96,1.44,21.5,0.54,0.31,0.41,1.3,23.67,27
0,0.52,11.01,0.06,0.11,0.06,0.11,9.91,1.48,0.32,0.31,1.05,7.3,99
1,0.7,34.07,0.89,0.91,0.89,0.91,24.15,0.29,0.22,0.46,4.04,14.41,56
0,0.08,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.62,0.51,1.0,3.0,207
1,0.62,41.0,0.84,1.0,0.84,1.0,27.82,0.64,0.23,0.49,0.81,42.0,19
0,0.07,1.07,0.0,0.0,0.0,0.0,1.07,0.36,0.25,0.15,1.07,5.54,81
1,0.79,49.5,0.83,1.08,0.83,1.08,49.5,0.15,0.23,0.32,16.5,17.0,12
0,0.07,1.96,0.0,0.0,0.0,0.0,1.96,0.51,0.22,0.91,1.96,4.07,28
1,0.37,16.15,1.0,1.0,1.0,1.0,12.73,0.4,0.55,0.55,0.6,23.81,26
0,0.08,1.76,0.0,0.0,0.0,0.0,1.76,0.57,0.24,0.66,1.76,4.86,50
1,0.47,29.25,0.43,0.53,0.43,0.53,20.72,0.61,0.2,0.49,1.09,23.78,51
1,0.35,16.25,0.13,0.13,0.13,0.13,14.85,0.7,0.37,0.41,0.73,18.43,95
0,0.05,1.72,0.0,0.0,0.0,0.0,1.72,0.7,0.21,0.68,1.72,4.54,138
1,0.84,18.08,0.07,0.07,0.07,0.07,14.44,0.7,0.22,0.42,18.08,11.29,115
0,0.09,1.95,0.0,0.0,0.0,0.0,1.95,0.55,0.14,0.46,1.95,3.86,110
1,0.73,13.14,0.0,0.0,0.0,0.0,10.7,1.41,0.27,0.7,1.49,8.0,22
1,0.83,17.44,0.92,1.29,0.92,1.29,15.22,0.95,0.27,0.37,17.44,11.62,48
0,0.17,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.69,0.15,4.0,4.4,42
1,0.41,12.26,0.24,0.26,0.24,0.26,10.97,1.17,0.52,0.65,0.73,14.03,34
0,0.09,1.59,0.0,0.0,0.0,0.0,1.59,0.52,0.24,0.69,1.59,4.8,56
1,0.12,16.17,0.28,0.28,0.28,0.28,13.86,0.68,0.2,0.69,16.17,23.0,18
1,0.57,13.03,0.71,0.75,0.71,0.75,12.34,0.76,0.56,0.39,0.48,24.54,72
1,0.66,18.3,0.33,0.33,0.33,0.33,14.64,0.8,0.46,0.59,0.67,20.4,40
1,0.61,13.22,0.11,0.11,0.11,0.11,12.53,0.82,0.45,0.6,0.75,13.16,55
0,0.08,1.59,0.0,0.0,0.0,0.0,1.59,0.55,0.24,0.68,1.59,5.03,59
1,0.46,14.07,0.32,0.36,0.32,0.36,12.71,1.04,0.43,0.63,0.58,20.04,28
1,1.56,44.6,0.8,1.2,0.8,1.2,22.3,1.5,0.33,0.32,3.26,22.2,10
0,0.6,19.0,0.11,0.11,0.11,0.11,12.21,1.17,0.38,0.65,9.5,6.0,9
1,0.37,18.02,0.35,0.35,0.35,0.35,15.34,0.95,0.44,0.61,0.75,19.27,40
0,0.2,4.57,0.0,0.0,0.0,0.0,4.57,0.16,0.39,0.13,4.57,4.7,84
1,0.59,13.0,0.79,0.79,0.79,0.79,12.28,0.33,0.46,0.37,0.57,16.41,34
1,0.57,27.29,0.71,0.71,0.71,0.71,23.5,0.68,0.26,0.57,0.93,23.87,31
0,0.07,1.75,0.0,0.0,0.0,0.0,1.75,0.43,0.22,0.77,1.75,4.76,59
1,0.43,8.61,0.47,0.51,0.47,0.51,16.57,1.35,0.38,0.48,0.71,12.3,77
0,0.05,1.91,0.0,0.0,0.0,0.0,1.87,0.43,0.23,0.79,1.91,4.52,44
1,0.8,56.47,1.0,1.27,1.0,1.27,30.8,0.17,0.15,0.42,1.76,36.13,30
0,0.08,8.55,0.0,0.0,0.0,0.0,8.55,0.56,0.28,0.49,8.55,8.75,20
1,0.65,80.89,0.33,1.44,0.33,1.44,26.0,1.02,0.09,0.49,1.28,53.78,9
1,0.38,20.62,0.62,0.62,0.62,0.62,17.32,0.58,0.24,0.55,2.39,12.48,21
0,0.14,4.0,1.0,1.0,1.0,1.0,4.0,0.0,0.82,0.1,4.0,4.9,39
1,0.66,25.15,0.56,0.88,0.56,0.88,22.91,0.79,0.36,0.47,0.95,23.59,41
0,0.03,1.15,0.0,0.0,0.0,0.0,1.15,0.46,0.34,0.33,1.15,5.1,40
1,0.56,46.0,1.0,1.0,1.0,1.0,30.67,0.07,0.34,0.51,1.64,32.17,6
1,0.58,22.63,0.47,0.49,0.47,0.49,21.37,0.7,0.37,0.52,0.66,28.92,51
0,0.03,1.07,0.0,0.0,0.0,0.0,1.07,0.38,0.24,0.2,1.07,5.28,60
1,0.87,147.24,1.0,1.68,1.0,1.68,24.06,0.48,0.05,0.36,10.34,15.64,25
0,0.01,2.04,0.0,0.0,0.0,0.0,2.04,0.1,0.95,0.09,1.77,3.65,26
1,0.74,14.04,0.11,0.11,0.11,0.11,11.23,1.22,0.25,0.73,1.6,7.89,28
1,0.53,41.4,1.0,1.4,1.0,1.4,29.57,0.09,0.27,0.55,1.97,23.0,10
0,0.01,2.0,0.0,0.0,0.0,0.0,2.0,0.5,0.16,1.0,2.0,5.0,3
1,0.69,48.83,1.0,3.56,1.0,3.56,13.12,0.17,0.55,0.13,4.07,19.94,18
0,0.14,1.63,0.0,0.0,0.0,0.0,1.63,0.43,0.24,0.27,0.98,5.5,108
1,0.73,18.51,0.95,0.98,0.95,0.98,16.87,0.56,0.33,0.57,1.31,11.29,41
0,0.17,2.12,0.0,0.0,0.0,0.0,2.12,0.44,0.22,0.77,2.12,4.0,84
1,0.93,40.26,1.0,1.34,1.0,1.34,30.04,0.09,0.14,0.38,1.41,26.02,50
0,1.93,836.4,0.6,16.2,0.6,16.2,102.0,1.31,0.16,0.19,1.37,533.8,5
1,0.94,160.12,1.0,2.53,1.0,2.53,25.55,0.28,0.09,0.27,11.16,16.55,60
0,0.02,3.46,0.0,0.0,0.0,0.0,3.46,0.29,0.38,0.49,3.46,3.0,61
1,0.88,25.44,0.48,0.48,0.48,0.48,21.2,0.54,0.14,0.56,25.44,34.28,25
0,0.13,4.23,0.5,0.5,0.5,0.5,4.23,0.19,0.57,0.28,4.23,16.5,22
1,0.85,25.62,0.14,0.14,0.14,0.14,20.61,0.65,0.32,0.5,1.05,17.93,74
0,0.08,1.69,0.0,0.0,0.0,0.0,1.69,0.52,0.22,0.79,1.69,4.84,100
1,0.51,20.46,0.61,0.68,0.61,0.68,18.48,0.67,0.35,0.55,0.63,24.36,28
0,0.06,1.34,0.0,0.0,0.0,0.0,1.34,0.59,0.23,0.46,1.34,5.36,47
1,0.54,14.14,0.45,0.63,0.45,0.63,13.35,0.76,0.49,0.57,0.71,15.82,51
0,0.08,1.65,0.0,0.0,0.0,0.0,1.65,0.59,0.23,0.67,1.65,4.8,66
1,0.37,15.34,0.05,0.05,0.05,0.05,12.61,0.77,0.35,0.45,0.76,17.26,74
0,0.06,1.86,0.0,0.0,0.0,0.0,1.86,0.59,0.24,0.58,1.86,4.43,104
1,0.47,37.83,0.35,0.35,0.35,0.35,26.36,0.67,0.29,0.49,0.76,37.91,23
0,0.08,1.43,0.0,0.0,0.0,0.0,1.43,1.11,0.23,0.3,1.43,5.28,97
1,0.86,28.47,0.14,0.14,0.14,0.14,21.62,0.64,0.31,0.45,1.17,18.56,79
0,0.07,1.7,0.0,0.0,0.0,0.0,1.7,0.5,0.22,0.74,1.7,4.8,105
1,0.27,12.62,0.19,0.19,0.19,0.19,11.71,1.39,0.44,0.7,0.68,13.54,26
0,0.09,1.56,0.0,0.0,0.0,0.0,1.56,0.49,0.22,0.71,1.56,4.74,72
1,0.72,26.02,0.6,0.69,0.6,0.69,23.82,0.65,0.34,0.46,0.93,20.74,65
1,0.51,17.69,1.0,1.0,1.0,1.0,17.69,0.75,0.35,0.59,1.18,11.12,16
1,0.45,19.84,0.39,0.48,0.39,0.48,18.09,1.03,0.37,0.46,0.6,27.32,31
0,0.1,1.76,0.0,0.0,0.0,0.0,1.73,0.43,0.25,0.69,1.76,4.56,78
1,0.64,13.72,0.44,0.49,0.44,0.49,14.85,0.82,0.37,0.47,0.69,16.43,79
0,0.05,2.02,0.0,0.0,0.0,0.0,2.02,0.59,0.23,0.75,2.02,5.02,44
1,0.61,8.27,0.2,0.26,0.2,0.26,15.13,1.39,0.36,0.57,0.72,9.99,139
0,0.05,2.15,0.0,0.0,0.0,0.0,2.15,0.56,0.24,0.81,2.15,5.15,41
1,0.37,14.2,0.62,0.73,0.62,0.73,15.49,0.94,0.4,0.45,0.65,19.02,60
0,0.5,15.43,0.24,0.32,0.24,0.32,15.03,1.3,0.41,0.28,1.18,8.36,75
1,0.85,25.63,0.08,0.09,0.08,0.09,21.73,0.75,0.34,0.47,1.07,17.92,78
0,0.07,1.7,0.0,0.0,0.0,0.0,1.7,0.51,0.22,0.8,1.7,4.82,92
1,0.81,15.21,0.04,0.07,0.04,0.07,11.51,1.13,0.26,0.65,1.73,7.93,28
1,0.42,9.39,0.03,0.03,0.03,0.03,9.09,0.43,0.25,0.76,2.22,5.77,31
1,0.77,55.1,1.0,1.4,1.0,1.4,25.05,0.22,0.18,0.5,3.7,15.9,10
0,0.12,11.12,0.0,0.0,0.0,0.0,11.12,0.51,0.26,0.65,1.1,18.0,8
1,0.57,21.0,0.54,0.62,0.54,0.62,17.06,0.82,0.38,0.59,0.93,17.23,26
0,0.08,1.54,0.0,0.0,0.0,0.0,1.54,0.49,0.25,0.7,1.54,4.98,50
1,0.04,16.86,0.0,0.0,0.0,0.0,39.33,2.0,0.21,0.9,0.78,28.86,7
0,0.18,2.11,0.0,0.0,0.0,0.0,2.11,0.64,0.23,0.3,2.11,3.71,247
1,0.61,39.3,0.0,0.0,0.0,0.0,20.68,0.05,0.38,0.47,3.12,13.7,10
1,0.62,19.2,0.49,0.67,0.49,0.67,17.28,0.89,0.19,0.43,0.86,18.69,45
0,0.03,2.0,0.0,0.0,0.0,0.0,2.0,0.56,0.87,0.64,0.27,6.27,22
1,0.32,17.65,0.04,0.04,0.04,0.04,14.5,0.86,0.18,0.68,1.34,17.04,23
